publisher,identifier 1,identifier 2,filename 1,filename 2,title,date_text,date_single/start,date_end,date_qualifier,creator 1,creator 2,contributor,abstract,abstract 2,note,note_2,subject1,subject2 1,subject3,subject4,subject5,coverage,rights 1,internet_media_type,item_type,form,form_authority,relation2,collection,collection_identifier,source 2,relation,digital_origin
"University of Tennessee Libraries, Knoxville",0012_003589_000267_0000,,gsmrc-post_40_17,,"Little Pigeon River, near Gatlinburg",Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Image in a souvenir folder.,,,,Little Pigeon River,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000268_0000,,gsmrc-post_40_18,,"Sunrise as Seen from Parking Area at Clingman's Dome, Great Smoky Mountains National Park",Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Image in a souvenir folder.t.,,,,Clingmans Dome,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000269_0000,,gsmrc-post_40_19,,View from the Loop Underpass showing the Chimney Tops and the Newfound Gap Highway,Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,W.M. Cline,Image in a souvenir folder.,,,,Newfound Gap Highway/U.S. 441,Chimney Tops,,Tunnels,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000270_0000,,gsmrc-post_40_20,,"""The Loop"" on Newfound Gap Highway",Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Image in a souvenir folder.,,,,Newfound Gap Highway/U.S. 441,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000271_0000,,gsmrc-post_40_21,,Black She Bear with her four Cubs in Great Smoky Mountains National Park,Circa 1950s,1950,1959,approximate,"Asheville Post Card Co., Asheville, N.C.",,,Image in a souvenir folder.,,,,Black bears,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Souvenir Folder of Gatlinburg Tenn.,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000283_0001,0012_003589_000283_0002,gsmrc-post_41_01,gsmrc-post_41_02,"Newfound Gap and Rockefeller Memorial, Great Smoky Mountains National Park",1944-08-22,1944-08-22,,,"Standard News Agency, Knoxville, Tenn.",Unknown,"Thompsons, Knoxville","Postcard with handwritten note sent from Gatlinburg to Mrs. Martha Evans, Knoxville in 1944 for a postage of 1 cent.","Here we see the Tennessee approach to Newfound Gap, center of the Great Smoky Mountains National Park. At the far edge of the Gap is the Rockefeller Memorial, commemorating the gift of $5,000,000--half of the purchase price of the 440,000 acres of forested wilderness that makes up this new national park.",,,Automobiles,Newfound Gap Highway/U.S. 441,,Laura Spelman Rockefeller Memorial,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000284_0000,,gsmrc-post_42_01,,"Great Smoky Mountains National Park, Tenn. N.C., Parking Area at Clingman's Dome",Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Front cover of a souvenir folder filled with postcard-sized images that fold out in accordion style.  The image on the cover shows the parking area at Clingmans Dome.,,,,Automobiles,Clingmans Dome,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000285_0000,,gsmrc-post_42_02,,View from the Loop Underpass showing the Chimney Tops and the Newfound Gap Highway,Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Back cover of a souvenir folder showing a view from inside a tunnel on Newfound Gap Highway. The back cover is made of two parts and unfolds like an envelope.,,,,Tunnels,Newfound Gap Highway/U.S. 441,,Chimney Tops,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000286_0000,,gsmrc-post_42_04,,"Cheoah Dam, Tapoco, North Carolina, near the Great Smoky Mountains National Park",Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder.,,,,Dams,Water power,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000287_0000,,gsmrc-post_42_05,,"Cherokee Indian Woman and Papoose, Cherokee Indian Reservation, North Carolina",Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder.,,,,,Qualla Boundary,,Eastern Band of the Cherokee,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000288_0000,,gsmrc-post_42_06,,"Chimney Tops, Great Smoky Mountains National Park.  The Only Peak of its Kind in the World.",Circa 1940s,1940,1949,approximate,Unknown,,,Image in a souvenir folder.,,,,Chimney Tops,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000289_0000,,gsmrc-post_42_07,,"The Chimney Tops and the Newfound Gap Highway, Great Smoky Mountains National Park.",Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder.,,,,Chimney Tops,Newfound Gap Highway/U.S. 441,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000290_0000,,gsmrc-post_42_08,,"Mt. LeConte, Elevation 6,593 Feet, and the Loop, Newfound Gap Highway, from the Chimneys, Great Smoky Mountains National Park",Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder.,,,,Chimney Tops,Newfound Gap Highway/U.S. 441,,Mount Le Conte,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000291_0000,,gsmrc-post_42_09,,"Mt. LeConte as Seen from the Observation Tower on Clingman's Dome, Great Smoky Mountains National Park",Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder.,,,,Mount Le Conte,Clingmans Dome,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000292_0000,,gsmrc-post_42_10,,"Little River, Great Smoky Mountains National Park",Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder.,,,,Little River,Streams,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000293_0000,,gsmrc-post_42_11,,"View from the Loop Underpass showing the Chimney Tops and the Newfound Gap Highway, Great Smoky Mountains National Park",Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder.,,,,Tunnels,Newfound Gap Highway/U.S. 441,,Chimney Tops,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000294_0000,,gsmrc-post_42_12,,"""Moonshine"" still in the Heart of the Mountains",Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder.,,,,Moonshine,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000295_0000,,gsmrc-post_42_13,,A Mountain Home in the Great Smoky Mountains,Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder showing a cabin and water well.,,,,Cabins,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000296_0000,,gsmrc-post_42_14,,Newfound Gap Highway and Bullhead Mountain Great Smoky Mountains National Park.,Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder.,,,,Bullhead,Newfound Gap Highway/U.S. 441,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000297_0000,,gsmrc-post_42_15,,"Newfound Gap Parking Area and Laura Spelman Rockefeller Memorial, Great Smoky Mountains National Park.",Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder.,,,,Laura Spelman Rockefeller Memorial,Newfound Gap,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000298_0000,,gsmrc-post_42_16,,"""The Old Mill,"" in the Heart of the Mountains",Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder.,,,,Sawmills,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000299_0000,,gsmrc-post_42_17,,Rhododendrons in Full Bloom in the Heart of the Mountains,Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder.,,,,Rhododendron,Scenery and landscapes,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000300_0000,,gsmrc-post_42_18,,"The Sawteeth, Mt. Guyot, and Mt. Chapman from the Jumpoff, Great Smoky Mountains National Park",Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder.,,,,Mount Chapman,The Sawteeth,The Jump-off,Mount Guyot,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000301_0000,,gsmrc-post_42_19,,Spinning at a cabin in the Heart of the Mountains,Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder.,,,,Cabins,Handicrafts,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000304_0000,,gsmrc-post_42_03,,The Great Smoky Mountains National Park Tennessee -- North Carolina,Circa 1940s,1940,1949,approximate,Unknown,,,Inside text inside a souvenir folder that describes the Great Smoky Mountains National Park.,,,,Tourism -- Promotion,,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000302_0000,,gsmrc-post_42_20,,"The Skyway along the Top of the Great Smokies, Great Smoky Mountains National Park",Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder showing the road going to Clingmans Dome.,,,,Roads,Clingmans Dome Road,,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000303_0000,,gsmrc-post_42_21,,"Observation Tower atop Clingman's Dome, Elevation 8642 feet, Great Smoky Mountains National Park",Circa 1940s,1940,1949,approximate,"W. M. Cline Co, Chattanooga, Tennessee",,,Image in a souvenir folder showing the original wooden observation tower on Clingmans Dome.,,,,Observation towers,Clingmans Dome,Civilian Conservation Corps,,Souvenir postcard folders,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",Great Smoky Mountains National Park Tenn. N.C. (souvenir folder),reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000305_0001,0012_003589_000305_0002,gsmrc-post_43_01,gsmrc-post_43_02,"Cherokee, Cherokee Indian Reservation.  Easter Entrance to Great Smoky Mtn. National Park.",Undated,1910,1955,inferred,Unknown,Unknown,,Unused postcard with black and white photographic image.,,Creation date inferred from archival collection dates.,,Qualla Boundary,Eastern Band of the Cherokee,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000306_0001,0012_003589_000306_0002,gsmrc-post_44_01,gsmrc-post_44_02,"Chapman Highway Approaching Sevierville, Tenn. from Knoxville. Great Smoky Mountains National Park in Background.",Undated,1910,1955,inferred,"Asheville Post Card Co., Asheville, N.C.",Unknown,,Unused postcard.,,Creation date inferred from archival collection dates.,,Sevier County,Roads,Chapman Highway,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000307_0001,0012_003589_000307_0002,gsmrc-post_45_01,gsmrc-post_45_02,Newfound Gap Highway and Chimney Tops.  Great Smoky Mountains National Park.,Undated,1910,1955,inferred,"W. M. Cline Co, Chattanooga, Tennessee",Unknown,,Unused postcard with black and white photographic image.,,Creation date inferred from archival collection dates.,,Newfound Gap Highway/U.S. 441,Chimney Tops,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000308_0001,0012_003589_000308_0002,gsmrc-post_46_01,gsmrc-post_46_02,"View of Gatlinburg, Tenn., at the Entrance to the Great Smoky Mountains National Park",Undated,1910,1955,inferred,"W. M. Cline Co, Chattanooga, Tennessee",Unknown,,Unused postcard.,,Creation date inferred from archival collection dates.,,Gatlinburg,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000309_0001,0012_003589_000309_0002,gsmrc-post_47_01,gsmrc-post_47_02,The Newfound Gap Highway from the Chimney Tops Great Smoky MT'S. National Park.,Undated,1910,1955,inferred,"W. M. Cline Co, Chattanooga, Tennessee",Unknown,,Unused postcard with black and white photographic image.,,Creation date inferred from archival collection dates.,,Newfound Gap Highway/U.S. 441,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000310_0001,0012_003589_000310_0002,gsmrc-post_48_01,gsmrc-post_48_02,Duck Hawk on the Side of Mount LeConte.  Great Smoky Mountains National Park,Undated,1910,1955,inferred,"Asheville Post Card Co., Asheville, N.C.",Unknown,,Unused postcard.,"Near the Alum Cave Bluff, on the south side of majestic Mt. LeConte, is the thin, leaning ridge with jagged points known as Duck Hawk Peaks.  Under the over-hanging left side of the spectacular point a pair of duck hawks - a favorite falcon - has nested for many years.  It takes a venturesome hiker or bird lover to scale the steep face of these peaks.  Through these narrow ridges are holes or ""windows.""",Creation date inferred from archival collection dates.,,Mount Le Conte,Peregrine Peak,Duck Hawk Peak,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000311_0001,0012_003589_000311_0002,gsmrc-post_49_01,gsmrc-post_49_02,Chimney Tops at Sunset.  The Great Smoky Mountains.  National Park.,Undated,1910,1955,inferred,"Asheville Post Card Co., Asheville, N.C.",Unknown,,Unused postcard.,,Creation date inferred from archival collection dates.,,Chimney Tops,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000312_0001,0012_003589_000312_0002,gsmrc-post_50_01,gsmrc-post_50_02,Mount Le Conte.  Altitude 6600 Feet.  The Great Smoky Mountains.  National Park.,Undated,1910,1955,inferred,"Asheville Post Card Co., Asheville, N.C.",Unknown,,Unused postcard.,,Creation date inferred from archival collection dates.,,Mount Le Conte,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000313_0001,0012_003589_000313_0002,gsmrc-post_51_01,gsmrc-post_51_02,Dome Falls. The Great Smoky Mountains National Park.,Undated,1910,1955,inferred,"Asheville Post Card Co., Asheville, N.C.",Unknown,Jim Thompson Co.,Unused postcard.,"One of the greatest of Nature's displays is the Great Smoky Mountains National Park, the largest national park in Eastern America.  This park straddles the high ridge of the Great Smoky Mountains range which forms the boundary between North Carolina and Tennessee.  Within its borders there are many  mountain peaks over a mile high, deep ravines, precipitous cliffs, waterfalls and numerous mountain streams.",Creation date inferred from archival collection dates.,,Dome Falls,Waterfalls,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000314_0001,0012_003589_000314_0002,gsmrc-post_52_01,gsmrc-post_52_02,"Clingman's Dome Parking Area, Alt. 6311 Feet, Great Smoky Mountains National Park.",Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",Unknown,Elliot Lyman Fisher,Unused postcard.,"Clingmans Dome Parking Area, end of the Skyway, is the highest point on the highest highway in the East.  Trails lead from here to Clingmans Dome Observation Tower, altitude 6643 ft., highest point in the park; Andrews Bald, and points west along Appalachian Trail.",Creation date inferred from archival collection dates.,,Clingmans Dome Road,Automobiles,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
"University of Tennessee Libraries, Knoxville",0012_003589_000315_0001,0012_003589_000315_0002,gsmrc-post_53_01,gsmrc-post_53_02,"The Chimney Tops.  Great Smoky Mountains National Park, Tenn. -- N.C.",Undated,1910,1955,inferred,"Standard News Agency, Knoxville, Tenn.",Unknown,,Unused postcard.,"The Chimney Tops, classed among the sharpest promontories in the Great Smokies, are on the side of Sugarland mountains.  The new Indian Gap Highway passes at the base of the Chimneys.",Creation date inferred from archival collection dates.,,Chimney Tops,,,,,Great Smoky Mountains,Public domain.,Image/jp2,still image,postcards,http://vocab.getty.edu/aat/300026816,http://digital.lib.utk.edu/smokiespostcards,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,"The University of Tennessee Libraries, Special Collections, Knoxville",,reformatted digital
